id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,width,height,save_path,class,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,resized_size,new_path,rel_path
232798408,15b0e43d-495e-40e4-b136-ea9185d1b2a0,2024/07/30 8:03 AM,2024-07-30,2024-07-30 12:03:00 UTC,America/Manaus,1992254,agujaceratops,,2024-07-30 23:39:44 UTC,2024-08-01 04:40:22 UTC,research,CC0,https://www.inaturalist.org/observations/232798408,https://inaturalist-open-data.s3.amazonaws.com/photos/413635231/medium.jpeg,,,,2,0,False,,Guianan Red Howler Monkey,Alouatta macconnelli,Guianan Red Howler Monkey,Mammalia,74055,2048,1536,U:/Research Project/Dataset/INAT-custom/monkey/232798408.jpeg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\232798408.jpg,/monkey/232798408.jpg
278554903,7b0f34d5-0b92-461a-bc20-e8e005ff0586,2025/04/28 4:14 PM,2025-04-28,2025-04-28 20:14:00 UTC,Eastern Time (US & Canada),4014802,nonbinary-naturalist,Nonbinary-Naturalist,2025-05-04 21:49:48 UTC,2025-05-04 22:57:04 UTC,research,CC0,https://www.inaturalist.org/observations/278554903,https://inaturalist-open-data.s3.amazonaws.com/photos/500087973/medium.jpg,,,"the 1070 remaining photos. lol.

might be duplicate",1,0,False,,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552,1536,2048,U:/Research Project/Dataset/INAT-custom/cat/278554903.jpg,cat,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\cat\278554903.jpg,/cat/278554903.jpg
88973969,bdd04cec-6172-4070-b810-837d72a1a753,Fri Jul 23 2021 18:57:36 GMT-0400 (EDT),2021-07-23,2021-07-23 22:57:36 UTC,Eastern Time (US & Canada),245707,kat_the_nat,Kathleen Houlahan Chayer,2021-07-28 19:17:29 UTC,2022-01-27 12:11:45 UTC,research,CC0,https://www.inaturalist.org/observations/88973969,https://inaturalist-open-data.s3.amazonaws.com/photos/146873478/medium.jpg,,,,1,0,False,3.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1536,2048,U:/Research Project/Dataset/INAT-custom/moth/88973969.jpg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\88973969.jpg,/moth/88973969.jpg
252614855,25daa6d1-5c27-4f8a-b717-05c9891d5e12,2024/09/12 10:29 AM,2024-09-12,2024-09-12 03:29:00 UTC,Jakarta,1121064,creature-logger,Eddy Smith,2024-11-22 17:15:55 UTC,2025-04-12 16:07:29 UTC,research,CC0,https://www.inaturalist.org/observations/252614855,https://inaturalist-open-data.s3.amazonaws.com/photos/452242711/medium.jpeg,,,,1,0,False,,Javan Lutung,Trachypithecus auratus,Javan Lutung,Mammalia,43498,2048,1365,U:/Research Project/Dataset/INAT-custom/monkey/252614855.jpeg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\252614855.jpg,/monkey/252614855.jpg
39777218,875d1349-1bb2-496b-b98a-d1eaaa5df802,2020/03/09 1:46 PM PDT,2020-03-09,2020-03-09 20:46:00 UTC,Pacific Time (US & Canada),2495324,bradenjudson,Braden J. Judson,2020-03-09 23:45:50 UTC,2025-04-04 05:39:01 UTC,research,CC0,https://www.inaturalist.org/observations/39777218,https://inaturalist-open-data.s3.amazonaws.com/photos/63141597/medium.jpeg,,,First of the year!,1,0,False,,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,2048,1365,U:/Research Project/Dataset/INAT-custom/moth/39777218.jpeg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\39777218.jpg,/moth/39777218.jpg
185760837,92135097-bc3f-4da1-b3ed-49cf9266b042,2023-10-01 11:12:41-05:00,2023-10-01,2023-10-01 16:12:41 UTC,Central Time (US & Canada),762946,kjalbrig2017,,2023-10-01 16:52:26 UTC,2024-08-29 17:03:58 UTC,research,CC0,https://www.inaturalist.org/observations/185760837,https://inaturalist-open-data.s3.amazonaws.com/photos/324483161/medium.jpg,,,,2,0,False,3.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1536,2048,U:/Research Project/Dataset/INAT-custom/moth/185760837.jpg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\185760837.jpg,/moth/185760837.jpg
198111634,de44eea1-76cc-48eb-a78b-a7c6321af1a2,2024-01-31 16:19:21+03:00,2024-01-31,2024-01-31 13:19:21 UTC,Nairobi,241923,hllrnnr,Chuck Wilson,2024-02-01 04:56:08 UTC,2024-08-29 17:21:07 UTC,needs_id,CC0,https://www.inaturalist.org/observations/198111634,https://inaturalist-open-data.s3.amazonaws.com/photos/349102160/medium.jpg,,,,0,0,False,3.0,,Chlorocebus pygerythrus,Vervet Monkey,Mammalia,68137,2048,2023,U:/Research Project/Dataset/INAT-custom/monkey/198111634.jpg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\198111634.jpg,/monkey/198111634.jpg
142139817,d9fe14a0-7b44-461c-b05c-5346345fcc44,2022-11-12 12:36:10+08:00,2022-11-12,2022-11-12 04:36:10 UTC,Asia/Makassar,1423206,katiekushneryk,Katie Kushneryk,2022-11-16 12:41:11 UTC,2023-03-31 17:30:22 UTC,research,CC0,https://www.inaturalist.org/observations/142139817,https://inaturalist-open-data.s3.amazonaws.com/photos/243645838/medium.jpg,,,,1,0,False,3.0,长尾猕猴,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,2048,1536,U:/Research Project/Dataset/INAT-custom/monkey/142139817.jpg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\142139817.jpg,/monkey/142139817.jpg
169657712,5df5e9c3-cd2d-40ec-ba57-2326211706ae,2023-06-24 13:19:26-05:00,2023-06-24,2023-06-24 18:19:26 UTC,Central Time (US & Canada),770125,nloveland,Nick Loveland,2023-06-26 21:26:13 UTC,2025-07-21 11:43:21 UTC,research,CC0,https://www.inaturalist.org/observations/169657712,https://inaturalist-open-data.s3.amazonaws.com/photos/294164559/medium.jpg,,,,4,0,False,3.0,Rio Grande Longear Sunfish,Lepomis aquilensis,Plains Longear Sunfish,Actinopterygii,1364008,1536,2048,U:/Research Project/Dataset/INAT-custom/fish/169657712.jpg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\169657712.jpg,/fish/169657712.jpg
227848854,67e53415-03c8-4f87-b398-028dac810d05,2024-07-05 18:52:23-04:00,2024-07-05,2024-07-05 22:52:23 UTC,Eastern Time (US & Canada),4772533,cobrien207,Charlie O'Brien,2024-07-07 19:32:26 UTC,2024-08-13 16:11:41 UTC,research,CC0,https://www.inaturalist.org/observations/227848854,https://inaturalist-open-data.s3.amazonaws.com/photos/404253918/medium.jpg,,,,2,0,False,3.0,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,1536,2048,U:/Research Project/Dataset/INAT-custom/frog/227848854.jpg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\227848854.jpg,/frog/227848854.jpg
261578020,2ed226e2-5d4f-4a2b-b614-1bbe159760e6,2025/02/13 16:02,2025-02-13,2025-02-13 19:02:00 UTC,Brasilia,5098827,ftsautter,Frank Thomas Sautter,2025-02-13 23:13:12 UTC,2025-07-22 18:37:17 UTC,research,CC0,https://www.inaturalist.org/observations/261578020,https://inaturalist-open-data.s3.amazonaws.com/photos/469963214/medium.jpeg,,,,1,0,False,,Aranha-de-teia-dourada,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,2048,1365,U:/Research Project/Dataset/INAT-custom/spider/261578020.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\261578020.jpg,/spider/261578020.jpg
287575843,e02e8a60-8d90-4fb7-be05-dd00298fb533,2024/08/09 02:02,2024-08-09,2024-08-09 07:02:00 UTC,America/Guayaquil,537777,thomasrabiller,Thomas Rabiller,2025-06-07 14:05:29 UTC,2025-07-05 10:29:39 UTC,research,CC0,https://www.inaturalist.org/observations/287575843,https://inaturalist-open-data.s3.amazonaws.com/photos/517087075/medium.jpg,,,,3,0,False,,Avicularia juruensis,Avicularia juruensis,Yellow-banded Pinktoe Tarantula,Arachnida,537961,2048,1536,U:/Research Project/Dataset/INAT-custom/spider/287575843.jpg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\287575843.jpg,/spider/287575843.jpg
264299518,e2763cb9-9ec3-4745-8e29-44b69a702f90,2025-03-07 09:25:19-05:00,2025-03-07,2025-03-07 14:25:19 UTC,Eastern Time (US & Canada),395800,mike_cove,,2025-03-07 14:27:23 UTC,2025-04-11 14:57:28 UTC,research,CC0,https://www.inaturalist.org/observations/264299518,https://inaturalist-open-data.s3.amazonaws.com/photos/474746529/medium.jpg,,,,1,0,False,3.0,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552,2048,1536,U:/Research Project/Dataset/INAT-custom/cat/264299518.jpg,cat,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\cat\264299518.jpg,/cat/264299518.jpg
243814659,4f974734-bd02-41bb-8420-9141385ddc05,2024/09/20 8:49 AM,2024-09-20,2024-09-20 04:49:00 UTC,Indian/Mauritius,5510986,mcmorgan06,Matthew Morgan,2024-09-24 16:20:13 UTC,2024-09-26 15:15:59 UTC,research,CC0,https://www.inaturalist.org/observations/243814659,https://inaturalist-open-data.s3.amazonaws.com/photos/434800508/medium.jpg,,,,2,0,False,,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552,2048,1365,U:/Research Project/Dataset/INAT-custom/cat/243814659.jpg,cat,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\cat\243814659.jpg,/cat/243814659.jpg
271183841,1bbe57a3-a22d-4d49-bff9-396bdeb12f3a,2025/04/17 3:23 PM,2025-04-17,2025-04-17 19:23:00 UTC,Eastern Time (US & Canada),6128821,jtdavis05,Jeff Davis,2025-04-18 11:03:02 UTC,2025-04-19 04:46:03 UTC,research,CC0,https://www.inaturalist.org/observations/271183841,https://inaturalist-open-data.s3.amazonaws.com/photos/487780939/medium.jpeg,,,,3,0,False,,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,2048,1365,U:/Research Project/Dataset/INAT-custom/moth/271183841.jpeg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\271183841.jpg,/moth/271183841.jpg
137703911,01454edf-8d00-4894-ac67-9b88d63a22b3,2022-10-05 15:04:42-07:00,2022-10-05,2022-10-05 22:04:42 UTC,America/Vancouver,3441351,saintaardvark,,2022-10-06 01:43:36 UTC,2024-05-04 15:05:59 UTC,research,CC0,https://www.inaturalist.org/observations/137703911,https://inaturalist-open-data.s3.amazonaws.com/photos/235233015/medium.jpg,,,,1,0,False,3.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1536,2048,U:/Research Project/Dataset/INAT-custom/moth/137703911.jpg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\137703911.jpg,/moth/137703911.jpg
237953996,888169a8-1bbb-4eec-a0b2-ed93a079424e,2024-08-25 11:59:29,2024-08-25,2024-08-25 15:59:29 UTC,Eastern Time (US & Canada),1828183,momonoymaam,Valerie Bourdeau,2024-08-25 21:57:39 UTC,2024-08-25 22:13:53 UTC,research,CC0,https://www.inaturalist.org/observations/237953996,https://inaturalist-open-data.s3.amazonaws.com/photos/423559849/medium.jpeg,,,,1,0,False,2.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1799,1799,U:/Research Project/Dataset/INAT-custom/moth/237953996.jpeg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\237953996.jpg,/moth/237953996.jpg
139294057,0cbd59bc-2846-4cf8-9e8c-199535feeefb,2022-09-18 12:33:18-04:00,2022-09-18,2022-09-18 16:33:18 UTC,Eastern Time (US & Canada),3055328,wewantashrubbery,,2022-10-19 02:26:37 UTC,2025-03-26 15:05:38 UTC,research,CC0,https://www.inaturalist.org/observations/139294057,https://inaturalist-open-data.s3.amazonaws.com/photos/238219939/medium.jpg,,,,2,0,False,3.0,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,2048,1365,U:/Research Project/Dataset/INAT-custom/frog/139294057.jpg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\139294057.jpg,/frog/139294057.jpg
184772346,a8523754-6f5b-405d-9315-adb17b59c676,2023-09-24 15:25:52-04:00,2023-09-24,2023-09-24 19:25:52 UTC,Eastern Time (US & Canada),47749,rbeam,,2023-09-24 22:02:51 UTC,2025-01-31 13:42:19 UTC,research,CC0,https://www.inaturalist.org/observations/184772346,https://inaturalist-open-data.s3.amazonaws.com/photos/322580212/medium.jpg,,,,1,0,False,3.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1925,1720,U:/Research Project/Dataset/INAT-custom/moth/184772346.jpg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\184772346.jpg,/moth/184772346.jpg
227014270,bbade3e5-ca26-494e-a168-d8dc31b98842,2024-07-03 19:50:22-05:00,2024-07-03,2024-07-04 00:50:22 UTC,Central Time (US & Canada),4372708,niyan_shehan,Niyan Shehan,2024-07-04 01:28:16 UTC,2025-01-29 18:11:00 UTC,research,CC0,https://www.inaturalist.org/observations/227014270,https://inaturalist-open-data.s3.amazonaws.com/photos/402679724/medium.jpg,,,,2,0,False,3.0,Bluegill,Lepomis macrochirus,Bluegill,Actinopterygii,49591,1536,2048,U:/Research Project/Dataset/INAT-custom/fish/227014270.jpg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\227014270.jpg,/fish/227014270.jpg
200408725,dde3171e-92c9-4d19-ac51-ebdf85e0d606,2024/02/22 3:46 PM,2024-02-22,2024-02-22 20:46:00 UTC,Eastern Time (US & Canada),3745892,radbackedsalamander,Alex Karasoulos,2024-02-25 16:43:02 UTC,2025-07-02 11:03:43 UTC,research,CC0,https://www.inaturalist.org/observations/200408725,https://inaturalist-open-data.s3.amazonaws.com/photos/353577028/medium.jpeg,,,Tentative ID.,1,0,False,,Pumpkinseed,Lepomis gibbosus,Pumpkinseed,Actinopterygii,49614,2048,1365,U:/Research Project/Dataset/INAT-custom/fish/200408725.jpeg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\200408725.jpg,/fish/200408725.jpg
264559862,cd501b19-f6ec-4c0d-9ca2-a1cfcb210e98,2025/03/08 1:17 PM,2025-03-08,2025-03-08 13:17:00 UTC,London,1236256,steve_mcwilliam,Stephen James McWilliam,2025-03-08 20:37:42 UTC,2025-06-18 22:02:34 UTC,research,CC0,https://www.inaturalist.org/observations/264559862,https://inaturalist-open-data.s3.amazonaws.com/photos/475053836/medium.jpeg,,,,1,0,False,,Columba livia domestica,Columba livia domestica,Feral Pigeon,Aves,122767,2048,1365,U:/Research Project/Dataset/INAT-custom/bird/264559862.jpeg,bird,"Marine Promenade, New Brighton, Wallasey, Wirral, UK",53.4408196747,-3.04150958,1.0,,,,1.0,,open,False,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\bird\264559862.jpg,/bird/264559862.jpg
210470808,d76221c1-6913-4e5f-b92f-375809524c86,2024-02-28 13:38:04,2024-02-28,2024-02-28 13:38:04 UTC,London,7830616,dylan44148,Dylan Wright,2024-04-27 22:34:35 UTC,2024-05-07 20:09:00 UTC,research,CC0,https://www.inaturalist.org/observations/210470808,https://inaturalist-open-data.s3.amazonaws.com/photos/372690807/medium.jpeg,,,,2,0,False,2.0,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767,1536,2048,U:/Research Project/Dataset/INAT-custom/bird/210470808.jpeg,bird,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\bird\210470808.jpg,/bird/210470808.jpg
187266287,5d526ba2-0d43-4508-ac6a-76f7acc1186d,2023/10/12 11:40 AM,2023-10-12,2023-10-12 14:40:00 UTC,Brasilia,1992254,agujaceratops,,2023-10-12 17:26:57 UTC,2023-10-13 01:00:01 UTC,research,CC0,https://www.inaturalist.org/observations/187266287,https://inaturalist-open-data.s3.amazonaws.com/photos/327448563/medium.jpeg,,,,3,0,False,,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,2048,1820,U:/Research Project/Dataset/INAT-custom/spider/187266287.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\187266287.jpg,/spider/187266287.jpg
291317276,cbf2fa1f-721e-4f35-99a7-59922a36b935,2025/06/05 9:47 PM,2025-06-05,2025-06-05 18:47:00 UTC,Nairobi,7865,m_burger,Marius Burger,2025-06-20 22:02:05 UTC,2025-06-21 17:45:00 UTC,research,CC0,https://www.inaturalist.org/observations/291317276,https://inaturalist-open-data.s3.amazonaws.com/photos/524134367/medium.jpg,,,,1,0,False,,Indus Valley Bullfrog,Hoplobatrachus tigerinus,Indus Valley Bullfrog,Amphibia,26258,2048,1367,U:/Research Project/Dataset/INAT-custom/frog/291317276.jpg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\291317276.jpg,/frog/291317276.jpg
228364937,0bdfb187-a41a-48b4-a1de-90b9d5627ec3,2024-07-09 11:42:08-04:00,2024-07-09,2024-07-09 15:42:08 UTC,Eastern Time (US & Canada),943599,saherron,Sterling Herron,2024-07-10 02:47:59 UTC,2024-07-12 02:32:44 UTC,research,CC0,https://www.inaturalist.org/observations/228364937,https://inaturalist-open-data.s3.amazonaws.com/photos/405235824/medium.jpg,,,,2,0,False,3.0,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,1530,1462,U:/Research Project/Dataset/INAT-custom/spider/228364937.jpg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\228364937.jpg,/spider/228364937.jpg
281071413,15fba8be-e5ce-4be5-9491-07f0c28fa7e6,2025-05-13 16:44:00-04:00,2025-05-13,2025-05-13 20:44:00 UTC,Eastern Time (US & Canada),4141345,crlsbiology,Ms. Borrelli and her students,2025-05-14 18:16:14 UTC,2025-05-14 18:19:35 UTC,research,CC0,https://www.inaturalist.org/observations/281071413,https://inaturalist-open-data.s3.amazonaws.com/photos/504871130/medium.jpg,,,Taken by Xanthe McGrath,1,0,False,3.0,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767,1536,2048,U:/Research Project/Dataset/INAT-custom/bird/281071413.jpg,bird,"Brattle Square, Cambridge, MA, US",42.372994335,-71.1210524182,3.0,,,,3.0,,open,False,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\bird\281071413.jpg,/bird/281071413.jpg
