id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,width,height,save_path,class,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,resized_size,new_path,rel_path
75467346,1b2558c2-a884-4acf-92e2-e8a4e34c79eb,2019/03/04 9:41 PM -0300,2019-03-04,2019-03-05 00:41:00 UTC,Brasilia,2875686,sebsant,Sébastien SANT,2021-04-27 20:46:47 UTC,2022-12-04 16:49:26 UTC,research,CC0,https://www.inaturalist.org/observations/75467346,https://inaturalist-open-data.s3.amazonaws.com/photos/123471035/medium.jpeg,,,,1,0,False,,Matoutou,Avicularia avicularia,Pinktoe Tarantula,Arachnida,196673,2048,1365,U:/Research Project/Dataset/INAT-custom/spider/75467346.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\75467346.jpg,/spider/75467346.jpg
193668642,13284028-11c9-439d-9a16-b95f4c56d142,2023-12-11 09:47:27+08:00,2023-12-11,2023-12-11 01:47:27 UTC,Asia/Makassar,2285053,abbyhyde,Abby Hyde,2023-12-11 02:01:44 UTC,2023-12-12 17:08:07 UTC,research,CC0,https://www.inaturalist.org/observations/193668642,https://inaturalist-open-data.s3.amazonaws.com/photos/340233991/medium.jpg,,,,1,0,False,3.0,Muller's Narrowmouth Frog,Kaloula baleata,Muller's Narrowmouth Frog,Amphibia,24914,2048,2031,U:/Research Project/Dataset/INAT-custom/frog/193668642.jpg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\193668642.jpg,/frog/193668642.jpg
54271273,0a6b2899-b2d0-41cd-9292-f78ebbefd51e,2020-07-25 9:55:38 AM EDT,2020-07-25,2020-07-25 13:55:38 UTC,Eastern Time (US & Canada),239969,carterdorscht,Carter Dorscht,2020-07-25 14:42:41 UTC,2024-07-03 19:44:33 UTC,research,CC0,https://www.inaturalist.org/observations/54271273,https://inaturalist-open-data.s3.amazonaws.com/photos/86348281/medium.jpeg,,,,2,0,False,2.0,Pumpkinseed,Lepomis gibbosus,Pumpkinseed,Actinopterygii,49614,2048,1536,U:/Research Project/Dataset/INAT-custom/fish/54271273.jpeg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\54271273.jpg,/fish/54271273.jpg
69422340,0754ec3e-c092-414b-9817-3adcd4daf5d8,Fri Feb 05 2021 10:31:53 GMT-0600 (CST),2021-02-05,2021-02-05 16:31:53 UTC,Central Time (US & Canada),770125,nloveland,Nick Loveland,2021-02-11 19:36:46 UTC,2021-02-12 13:36:31 UTC,research,CC0,https://www.inaturalist.org/observations/69422340,https://inaturalist-open-data.s3.amazonaws.com/photos/112634379/medium.jpg,,,,3,0,False,3.0,Redspotted Sunfish,Lepomis miniatus,Redspotted Sunfish,Actinopterygii,104255,2048,1536,U:/Research Project/Dataset/INAT-custom/fish/69422340.jpg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\69422340.jpg,/fish/69422340.jpg
98594153,53959a8b-98a5-4a4f-8c09-161d3c444ee2,Sun Oct 17 2021 12:42:43 GMT-0400 (EDT),2021-10-17,2021-10-17 16:42:43 UTC,Eastern Time (US & Canada),1384586,phillymycobeth,Bethany Teigen,2021-10-18 11:23:29 UTC,2024-06-20 02:27:05 UTC,research,CC0,https://www.inaturalist.org/observations/98594153,https://inaturalist-open-data.s3.amazonaws.com/photos/164188953/medium.jpg,,,,5,0,False,3.0,Redbreast Sunfish,Lepomis auritus,Redbreast Sunfish,Actinopterygii,85365,1685,2048,U:/Research Project/Dataset/INAT-custom/fish/98594153.jpg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\98594153.jpg,/fish/98594153.jpg
192378887,8567ab38-ae05-40ad-b8db-bbb3270a5ba3,2023-11-27 11:34:19,2023-11-27,2023-11-27 17:34:19 UTC,Mexico City,6677,abbybenson,Abby Benson,2023-11-27 21:17:42 UTC,2023-12-10 19:06:17 UTC,research,CC0,https://www.inaturalist.org/observations/192378887,https://inaturalist-open-data.s3.amazonaws.com/photos/337700664/medium.jpeg,,,,1,0,False,2.0,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,1536,2048,U:/Research Project/Dataset/INAT-custom/spider/192378887.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\192378887.jpg,/spider/192378887.jpg
125388358,7c3c8765-324e-4a10-92db-c0785729f86e,2022/07/08 1:41 PM,2022-07-08,2022-07-08 20:41:00 UTC,America/Vancouver,5236303,spottytowhee,Joshua,2022-07-09 01:42:25 UTC,2023-02-14 00:54:19 UTC,research,CC0,https://www.inaturalist.org/observations/125388358,https://inaturalist-open-data.s3.amazonaws.com/photos/212634095/medium.png,,,Hundreds in ditch. Approx 1.5 inch long,1,0,False,,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,2048,1369,U:/Research Project/Dataset/INAT-custom/frog/125388358.png,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\125388358.jpg,/frog/125388358.jpg
173856640,e1106071-5b31-4629-a0d4-8bebfed45134,2023-07-19 12:27:11-04:00,2023-07-19,2023-07-19 16:27:11 UTC,Eastern Time (US & Canada),674664,branwhee,Brandon Wheeler,2023-07-19 23:52:24 UTC,2023-07-20 12:23:26 UTC,research,CC0,https://www.inaturalist.org/observations/173856640,https://inaturalist-open-data.s3.amazonaws.com/photos/301969722/medium.jpg,,,,1,0,False,3.0,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,1536,2048,U:/Research Project/Dataset/INAT-custom/spider/173856640.jpg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\173856640.jpg,/spider/173856640.jpg
209622094,e0a673ff-9b19-45f7-9b5e-20892058163b,2024-04-26 13:33:34+01:00,2024-04-26,2024-04-26 12:33:34 UTC,London,6578425,abigail_lowe,Abigail Lowe,2024-04-26 15:47:26 UTC,2025-02-11 09:16:47 UTC,research,CC0,https://www.inaturalist.org/observations/209622094,https://inaturalist-open-data.s3.amazonaws.com/photos/370911205/medium.jpg,,,,1,0,False,3.0,Columba livia domestica,Columba livia domestica,Feral Pigeon,Aves,122767,1536,2048,U:/Research Project/Dataset/INAT-custom/bird/209622094.jpg,bird,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\bird\209622094.jpg,/bird/209622094.jpg
69438692,d3711de7-0218-4462-b0ef-619a377627cc,2021/02/11 10:52 AM HST,2021-02-11,2021-02-11 20:52:00 UTC,Hawaii,486975,cristianlopez,Cristian Antonio Calderón López,2021-02-12 02:14:08 UTC,2023-03-03 14:10:17 UTC,research,CC0,https://www.inaturalist.org/observations/69438692,https://inaturalist-open-data.s3.amazonaws.com/photos/112664825/medium.jpeg,,,,2,0,False,,Mono Aullador rojo,Alouatta seniculus,Colombian Red Howler Monkey,Mammalia,566513,2048,1536,U:/Research Project/Dataset/INAT-custom/monkey/69438692.jpeg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\69438692.jpg,/monkey/69438692.jpg
95349530,29a9eea4-aa3b-43f1-9168-1d5c501d8d6c,Sun Sep 12 2021 15:07:17 GMT-0700 (PDT),2021-09-12,2021-09-12 22:07:17 UTC,Pacific Time (US & Canada),255040,lenachiasson,Lena Dietz Chiasson,2021-09-19 01:56:05 UTC,2023-06-17 21:35:16 UTC,research,CC0,https://www.inaturalist.org/observations/95349530,https://inaturalist-open-data.s3.amazonaws.com/photos/158282591/medium.jpg,,,,1,0,False,3.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1536,2048,U:/Research Project/Dataset/INAT-custom/moth/95349530.jpg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\95349530.jpg,/moth/95349530.jpg
196034551,9015adac-c330-4bb6-b7b3-6c4b29b62c53,2024-01-07 10:25:38,2024-01-07,2024-01-07 16:25:38 UTC,Central Time (US & Canada),239969,carterdorscht,Carter Dorscht,2024-01-07 16:27:24 UTC,2024-07-03 19:44:33 UTC,research,CC0,https://www.inaturalist.org/observations/196034551,https://inaturalist-open-data.s3.amazonaws.com/photos/345029126/medium.jpeg,,,,1,0,False,2.0,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767,1536,2048,U:/Research Project/Dataset/INAT-custom/bird/196034551.jpeg,bird,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\bird\196034551.jpg,/bird/196034551.jpg
195866747,2f572dcd-57cb-4227-bb13-ae1f56cd9af4,2023/12/30 8:12 AM,2023-12-30,2023-12-29 23:12:00 UTC,Tokyo,42119,rambryum,Randal,2024-01-05 21:17:08 UTC,2024-01-06 18:36:45 UTC,research,CC0,https://www.inaturalist.org/observations/195866747,https://inaturalist-open-data.s3.amazonaws.com/photos/344690920/medium.jpeg,,,Feral in city park near tennis courts. Well fed,3,0,False,,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552,2048,1536,U:/Research Project/Dataset/INAT-custom/cat/195866747.jpeg,cat,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\cat\195866747.jpg,/cat/195866747.jpg
48143222,3b813249-f89b-4e1c-bf71-30342691b69f,Mon Jun 01 2020 12:34:46 GMT-0500 (CDT),2020-06-01,2020-06-01 22:34:46 UTC,Hawaii,762373,calinsdad,Calinsdad,2020-06-01 17:35:39 UTC,2025-06-12 11:52:06 UTC,research,CC0,https://www.inaturalist.org/observations/48143222,https://inaturalist-open-data.s3.amazonaws.com/photos/76373166/medium.jpg,,,Easily three inches across body,3,1,False,3.0,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,1536,2048,U:/Research Project/Dataset/INAT-custom/frog/48143222.jpg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\48143222.jpg,/frog/48143222.jpg
136970875,00305baa-13c5-4ede-a494-72c5c7d0d080,2022/09/26 11:25 AM,2022-09-26,2022-09-26 16:25:00 UTC,Mexico City,187967,juan-mt,Juan J. Morales-Trejo,2022-09-29 23:12:03 UTC,2023-01-03 20:29:10 UTC,research,CC0,https://www.inaturalist.org/observations/136970875,https://inaturalist-open-data.s3.amazonaws.com/photos/233848629/medium.jpg,,,Developed using darktable 3.8.1,1,0,False,,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,1606,2048,U:/Research Project/Dataset/INAT-custom/spider/136970875.jpg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\136970875.jpg,/spider/136970875.jpg
136678840,14fd41a3-7f29-4460-bb7a-1e2ed8f4e395,2022-09-27 14:40:51,2022-09-27,2022-09-27 11:40:51 UTC,Sofia,5984095,harukano,Harukano,2022-09-27 12:14:53 UTC,2022-10-03 23:05:03 UTC,research,CC0,https://www.inaturalist.org/observations/136678840,https://inaturalist-open-data.s3.amazonaws.com/photos/233308345/medium.jpeg,,,,2,0,False,2.0,Radiated Wolf Spider,Hogna radiata,Radiated Wolf Spider,Arachnida,326871,2048,1796,U:/Research Project/Dataset/INAT-custom/spider/136678840.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\136678840.jpg,/spider/136678840.jpg
101701289,99dd3bb9-7063-4071-9259-33405890fc61,2021/11/18 11:23 AM CST,2021-11-18,2021-11-18 17:23:00 UTC,Mexico City,1448028,jorge_ramos,Jorge Ramos-Luna,2021-11-22 13:56:05 UTC,2024-01-16 12:49:58 UTC,research,CC0,https://www.inaturalist.org/observations/101701289,https://inaturalist-open-data.s3.amazonaws.com/photos/169865765/medium.jpeg,,,,2,0,False,,Mono aullador negro,Alouatta pigra,Yucatán Black Howler Monkey,Mammalia,43439,2048,1365,U:/Research Project/Dataset/INAT-custom/monkey/101701289.jpeg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\101701289.jpg,/monkey/101701289.jpg
240454267,ba7a2da8-7834-4eb6-ad96-fbcd9384e22b,2024/09/07 10:29 AM,2024-09-07,2024-09-07 17:29:00 UTC,America/Vancouver,450592,quillipede,Quillipede,2024-09-08 01:44:24 UTC,2024-10-16 16:21:56 UTC,research,CC0,https://www.inaturalist.org/observations/240454267,https://inaturalist-open-data.s3.amazonaws.com/photos/428395317/medium.jpeg,,,,2,0,False,,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,2048,1536,U:/Research Project/Dataset/INAT-custom/moth/240454267.jpeg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\240454267.jpg,/moth/240454267.jpg
117620887,9f2d75ef-51c3-4f0c-9992-c10c9112d52f,2022-05-02 16:02:57+02:00,2022-05-02,2022-05-02 14:02:57 UTC,Pretoria,3550339,jeanpaulboerekamps,Jean-Paul Boerekamps,2022-05-18 18:01:09 UTC,2023-08-05 12:36:55 UTC,research,CC0,https://www.inaturalist.org/observations/117620887,https://inaturalist-open-data.s3.amazonaws.com/photos/198662975/medium.jpg,,,,2,0,False,3.0,White-throated Samango,Cercopithecus mitis erythrarchus,White-throated Samango,Mammalia,147602,1754,2048,U:/Research Project/Dataset/INAT-custom/monkey/117620887.jpg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\117620887.jpg,/monkey/117620887.jpg
149914479,81674f69-086b-4998-a419-8c85b75db0fb,2023-02-15,2023-02-15,,America/Costa_Rica,2623789,salvatore123,Stef,2023-02-28 17:15:00 UTC,2025-05-01 17:03:08 UTC,research,CC0,https://www.inaturalist.org/observations/149914479,https://inaturalist-open-data.s3.amazonaws.com/photos/258404308/medium.jpeg,,,,2,0,False,2.0,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,2048,1365,U:/Research Project/Dataset/INAT-custom/spider/149914479.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\149914479.jpg,/spider/149914479.jpg
258279705,fd73b4bc-d7e9-4d2a-ab43-24ee3eb16bb5,2024/11/20 3:28 PM,2024-11-20,2024-11-20 21:28:00 UTC,America/Costa_Rica,736016,flo_grattarola,Florencia Grattarola,2025-01-12 17:18:12 UTC,2025-01-15 07:53:48 UTC,research,CC0,https://www.inaturalist.org/observations/258279705,https://inaturalist-open-data.s3.amazonaws.com/photos/463350010/medium.jpeg,,,,1,0,False,,Saraguato de manto,Alouatta palliata,Mantled Howler Monkey,Mammalia,43436,2048,1536,U:/Research Project/Dataset/INAT-custom/monkey/258279705.jpeg,monkey,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\monkey\258279705.jpg,/monkey/258279705.jpg
261795287,cba4c046-6f5e-4d7e-99c5-cb7fdc753b28,2025-02-15 11:09:13,2025-02-15,2025-02-15 17:09:13 UTC,America/Costa_Rica,4190796,christinebraaten,Christine Braaten,2025-02-16 02:01:17 UTC,2025-02-16 17:18:16 UTC,research,CC0,https://www.inaturalist.org/observations/261795287,https://inaturalist-open-data.s3.amazonaws.com/photos/470397144/medium.jpeg,,,,1,0,False,2.0,Golden Silk Spider,Trichonephila clavipes,Golden Silk Spider,Arachnida,904336,1536,2048,U:/Research Project/Dataset/INAT-custom/spider/261795287.jpeg,spider,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\spider\261795287.jpg,/spider/261795287.jpg
195863887,be685f2e-5894-4fe7-96e9-cba499a85bff,2024-01-05 13:57:01,2024-01-05,2024-01-05 19:57:01 UTC,Central Time (US & Canada),7216550,without1,Without Borders,2024-01-05 20:40:04 UTC,2024-01-25 21:08:11 UTC,research,CC0,https://www.inaturalist.org/observations/195863887,https://inaturalist-open-data.s3.amazonaws.com/photos/344685807/medium.jpeg,,,,5,0,False,2.0,Redear Sunfish,Lepomis microlophus,Redear Sunfish,Actinopterygii,85127,2048,1542,U:/Research Project/Dataset/INAT-custom/fish/195863887.jpeg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\195863887.jpg,/fish/195863887.jpg
174219824,65aa538c-d113-4cbd-afb7-06fbb2691d33,2023-07-21 21:01:09,2023-07-21,2023-07-22 04:01:09 UTC,America/Vancouver,5763683,dijarida,William C. McKnight,2023-07-22 05:16:56 UTC,2024-11-23 21:42:54 UTC,research,CC0,https://www.inaturalist.org/observations/174219824,https://inaturalist-open-data.s3.amazonaws.com/photos/302647708/medium.jpeg,,,,1,0,False,2.0,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,2048,1542,U:/Research Project/Dataset/INAT-custom/frog/174219824.jpeg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\174219824.jpg,/frog/174219824.jpg
267789200,7e180568-ea05-480d-a3b3-d42bc3960bdd,2025-03-30 15:16:36,2025-03-30,2025-03-30 19:16:36 UTC,Eastern Time (US & Canada),8294050,hawkpalm,,2025-03-30 21:25:00 UTC,2025-04-15 05:58:50 UTC,research,CC0,https://www.inaturalist.org/observations/267789200,https://inaturalist-open-data.s3.amazonaws.com/photos/481279460/medium.jpeg,,,,1,0,False,2.0,American Bullfrog,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,1291,1291,U:/Research Project/Dataset/INAT-custom/frog/267789200.jpeg,frog,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\frog\267789200.jpg,/frog/267789200.jpg
73545044,105049cf-2d9c-4fb1-b135-1bece8159f7b,Sat Apr 10 2021 16:50:16 GMT-0500 (CDT),2021-04-10,2021-04-10 21:50:16 UTC,Central Time (US & Canada),1722768,thebirdnerd,Joseph McPhail,2021-04-10 21:50:26 UTC,2022-09-08 05:19:58 UTC,research,CC0,https://www.inaturalist.org/observations/73545044,https://inaturalist-open-data.s3.amazonaws.com/photos/120087386/medium.jpg,,,,3,0,False,3.0,Bluegill,Lepomis macrochirus,Bluegill,Actinopterygii,49591,1536,2048,U:/Research Project/Dataset/INAT-custom/fish/73545044.jpg,fish,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\fish\73545044.jpg,/fish/73545044.jpg
248125353,7306e870-1454-4c7a-a94e-e1c1e2b44774,Sat Oct 19 2024 12:18:17 GMT -0700 (PDT),2024-10-19,2024-10-19 19:18:17 UTC,Pacific Time (US & Canada),6159883,bluefly,,2024-10-19 19:18:25 UTC,2025-05-25 21:19:33 UTC,research,CC0,https://www.inaturalist.org/observations/248125353,https://inaturalist-open-data.s3.amazonaws.com/photos/444575827/medium.jpeg,,,,4,0,False,333.0,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,1729,2048,U:/Research Project/Dataset/INAT-custom/moth/248125353.jpeg,moth,,,,,,,,,,,,,,1024x1024,U:\Research Project\Dataset\INAT-custom\resized\1024x1024\moth\248125353.jpg,/moth/248125353.jpg
