rel_path,true_idx,pred_idx,true_class,pred_class
/fish/38272273.jpg,2,2,fish,fish
/monkey/154364566.jpg,4,4,monkey,monkey
/fish/84506091.jpg,2,2,fish,fish
/fish/251720309.jpg,2,2,fish,fish
/cat/115665894.jpg,1,1,cat,cat
/fish/228775014.jpg,2,2,fish,fish
/moth/132326347.jpg,5,5,moth,moth
/fish/231760133.jpg,2,2,fish,fish
/frog/135720588.jpg,3,3,frog,frog
/fish/212761664.jpg,2,2,fish,fish
/moth/224377419.jpg,5,5,moth,moth
/moth/109228139.jpg,5,5,moth,moth
/monkey/85956979.jpg,4,4,monkey,monkey
/moth/136747078.jpg,5,5,moth,moth
/spider/233521077.jpg,6,6,spider,spider
/spider/127079197.jpg,6,6,spider,spider
/cat/277787235.jpg,1,1,cat,cat
/frog/198684408.jpg,3,3,frog,frog
/monkey/92066862.jpg,4,4,monkey,monkey
/monkey/214622604.jpg,4,4,monkey,monkey
/fish/126717357.jpg,2,2,fish,fish
/cat/246556099.jpg,1,1,cat,cat
/cat/264545451.jpg,1,1,cat,cat
/fish/228775200.jpg,2,2,fish,fish
/monkey/189057094.jpg,4,4,monkey,monkey
/spider/37894333.jpg,6,6,spider,spider
/fish/39949603.jpg,2,2,fish,fish
/spider/179308538.jpg,6,6,spider,spider
/fish/92809686.jpg,2,2,fish,fish
/frog/203460085.jpg,3,3,frog,frog
/bird/210336854.jpg,0,0,bird,bird
/spider/239650556.jpg,6,6,spider,spider
/moth/185816018.jpg,5,5,moth,moth
/moth/263296824.jpg,5,5,moth,moth
/frog/239065418.jpg,3,3,frog,frog
/monkey/204242197.jpg,4,4,monkey,monkey
/monkey/125992883.jpg,4,4,monkey,monkey
/fish/248788698.jpg,2,2,fish,fish
/frog/281082500.jpg,3,3,frog,frog
/fish/248777996.jpg,2,2,fish,fish
/bird/261630620.jpg,0,0,bird,bird
/moth/136174407.jpg,5,5,moth,moth
/fish/91749457.jpg,2,2,fish,fish
/frog/241870458.jpg,3,3,frog,frog
/frog/98348132.jpg,3,3,frog,frog
/bird/231306823.jpg,0,0,bird,bird
/cat/198178081.jpg,1,1,cat,cat
/frog/106165433.jpg,3,3,frog,frog
/monkey/39461871.jpg,4,4,monkey,monkey
/fish/51954418.jpg,2,2,fish,fish
/cat/163799257.jpg,1,1,cat,cat
/fish/76798520.jpg,2,2,fish,fish
/spider/288021822.jpg,6,6,spider,spider
/moth/219454828.jpg,5,5,moth,moth
/monkey/189138033.jpg,4,4,monkey,monkey
/moth/62697417.jpg,5,5,moth,moth
/bird/259217511.jpg,0,0,bird,bird
/fish/253223932.jpg,2,2,fish,fish
/moth/116490998.jpg,5,5,moth,moth
/bird/281040972.jpg,0,0,bird,bird
/spider/204488691.jpg,6,6,spider,spider
/spider/186749827.jpg,6,6,spider,spider
/bird/205676841.jpg,0,0,bird,bird
/fish/63167762.jpg,2,2,fish,fish
/cat/227867166.jpg,1,1,cat,cat
/fish/166846060.jpg,2,2,fish,fish
/frog/206067138.jpg,3,3,frog,frog
/moth/268755362.jpg,5,5,moth,moth
/spider/52891349.jpg,6,6,spider,spider
/frog/76238465.jpg,3,3,frog,frog
/spider/200570506.jpg,6,6,spider,spider
/fish/227029611.jpg,2,2,fish,fish
/frog/92528606.jpg,3,3,frog,frog
/bird/259393297.jpg,0,0,bird,bird
/monkey/143465288.jpg,4,4,monkey,monkey
/fish/91749185.jpg,2,2,fish,fish
/monkey/164687556.jpg,4,4,monkey,monkey
/frog/78168434.jpg,3,3,frog,frog
/monkey/39803406.jpg,4,4,monkey,monkey
/spider/190967005.jpg,6,6,spider,spider
/moth/244790679.jpg,5,5,moth,moth
/frog/96685723.jpg,3,3,frog,frog
/fish/117612559.jpg,2,2,fish,fish
/cat/116709148.jpg,1,1,cat,cat
/fish/219422905.jpg,2,2,fish,fish
/spider/95090841.jpg,6,6,spider,spider
/fish/235267842.jpg,2,2,fish,fish
/spider/29532812.jpg,6,6,spider,spider
/bird/206785540.jpg,0,0,bird,bird
/bird/280090951.jpg,0,0,bird,bird
/bird/204931595.jpg,0,0,bird,bird
/cat/103872630.jpg,1,1,cat,cat
/spider/95568620.jpg,6,6,spider,spider
/fish/227196726.jpg,2,2,fish,fish
/moth/79729417.jpg,5,5,moth,moth
/spider/187201826.jpg,6,6,spider,spider
/moth/249083033.jpg,5,5,moth,moth
/moth/245637996.jpg,5,5,moth,moth
/moth/223787362.jpg,5,5,moth,moth
/bird/248406530.jpg,0,0,bird,bird
/monkey/140453433.jpg,4,4,monkey,monkey
/frog/197382705.jpg,3,3,frog,frog
/fish/92809892.jpg,2,2,fish,fish
/moth/84813429.jpg,5,5,moth,moth
/spider/133081848.jpg,6,6,spider,spider
/monkey/199249334.jpg,4,4,monkey,monkey
/fish/37412131.jpg,2,2,fish,fish
/frog/207418012.jpg,3,3,frog,frog
/frog/246808226.jpg,3,3,frog,frog
/bird/271543623.jpg,0,0,bird,bird
/bird/275603460.jpg,0,0,bird,bird
/moth/246702495.jpg,5,5,moth,moth
/spider/186750080.jpg,6,6,spider,spider
/fish/184315051.jpg,2,2,fish,fish
/moth/191740155.jpg,5,5,moth,moth
/frog/267567060.jpg,3,3,frog,frog
/spider/103393692.jpg,6,6,spider,spider
/cat/246172268.jpg,1,1,cat,cat
/monkey/192128653.jpg,4,4,monkey,monkey
/spider/206193210.jpg,6,6,spider,spider
/fish/250647825.jpg,2,2,fish,fish
/spider/262910687.jpg,6,6,spider,spider
/spider/52524619.jpg,6,6,spider,spider
/frog/150269981.jpg,3,3,frog,frog
/cat/221820231.jpg,1,1,cat,cat
/bird/276673252.jpg,0,0,bird,bird
/spider/21761680.jpg,6,6,spider,spider
/spider/4033938.jpg,6,6,spider,spider
/moth/103969846.jpg,5,5,moth,moth
/frog/87756228.jpg,3,3,frog,frog
/moth/170955489.jpg,5,5,moth,moth
/frog/79466805.jpg,3,3,frog,frog
/fish/38334464.jpg,2,2,fish,fish
/monkey/200148897.jpg,4,4,monkey,monkey
/fish/84745505.jpg,2,2,fish,fish
/cat/140690922.jpg,1,1,cat,cat
/spider/98598608.jpg,6,6,spider,spider
/spider/159853106.jpg,6,6,spider,spider
/moth/171376947.jpg,5,5,moth,moth
/cat/197736623.jpg,1,1,cat,cat
/fish/80317590.jpg,2,2,fish,fish
/moth/102691360.jpg,5,5,moth,moth
/spider/237990247.jpg,6,6,spider,spider
/fish/253224813.jpg,2,2,fish,fish
/moth/99458146.jpg,5,5,moth,moth
/bird/204366208.jpg,0,0,bird,bird
/frog/162399803.jpg,3,3,frog,frog
/monkey/258210479.jpg,4,4,monkey,monkey
/monkey/144575593.jpg,4,4,monkey,monkey
/fish/207099980.jpg,2,2,fish,fish
/moth/254574144.jpg,5,5,moth,moth
/moth/256496383.jpg,5,5,moth,moth
/moth/139038903.jpg,5,5,moth,moth
/spider/105345147.jpg,6,6,spider,spider
/bird/257318107.jpg,0,0,bird,bird
/fish/168927785.jpg,2,2,fish,fish
/fish/46329380.jpg,2,2,fish,fish
/fish/76201470.jpg,2,2,fish,fish
/fish/85124574.jpg,2,2,fish,fish
/bird/232090547.jpg,0,0,bird,bird
/moth/185679989.jpg,5,5,moth,moth
/fish/40260267.jpg,2,2,fish,fish
/moth/190310541.jpg,5,5,moth,moth
/fish/80317907.jpg,2,2,fish,fish
/fish/246875347.jpg,2,2,fish,fish
/monkey/148620247.jpg,4,4,monkey,monkey
/frog/79576343.jpg,3,3,frog,frog
/cat/136823021.jpg,1,1,cat,cat
/moth/290437973.jpg,5,5,moth,moth
/moth/135570532.jpg,5,5,moth,moth
/fish/163396957.jpg,2,2,fish,fish
/cat/268817027.jpg,1,1,cat,cat
/moth/103833863.jpg,5,5,moth,moth
/moth/64247733.jpg,5,5,moth,moth
/fish/142376443.jpg,2,2,fish,fish
/frog/131023437.jpg,3,3,frog,frog
/monkey/242682897.jpg,4,4,monkey,monkey
/cat/156952422.jpg,1,1,cat,cat
/moth/58564823.jpg,5,5,moth,moth
/fish/244499392.jpg,2,2,fish,fish
/frog/153767932.jpg,3,3,frog,frog
/bird/222878595.jpg,0,0,bird,bird
/monkey/192459762.jpg,4,4,monkey,monkey
/fish/242166897.jpg,2,2,fish,fish
/frog/91852658.jpg,3,3,frog,frog
/fish/91749081.jpg,2,2,fish,fish
/bird/197901210.jpg,0,0,bird,bird
/cat/72067870.jpg,1,1,cat,cat
/bird/195494596.jpg,0,0,bird,bird
/moth/252426076.jpg,5,5,moth,moth
/moth/266910512.jpg,5,5,moth,moth
/cat/75438956.jpg,1,1,cat,cat
/frog/135406204.jpg,3,3,frog,frog
/fish/249968130.jpg,2,2,fish,fish
/frog/86311772.jpg,3,3,frog,frog
/bird/277458405.jpg,0,0,bird,bird
/cat/194059103.jpg,1,1,cat,cat
/moth/124637758.jpg,5,5,moth,moth
/fish/120355763.jpg,2,2,fish,fish
/moth/62724891.jpg,5,5,moth,moth
/spider/291914838.jpg,6,6,spider,spider
/bird/196434451.jpg,0,0,bird,bird
/spider/49821561.jpg,6,6,spider,spider
/monkey/85030979.jpg,4,4,monkey,monkey
/moth/78391477.jpg,5,5,moth,moth
/frog/129173613.jpg,3,3,frog,frog
/monkey/216125820.jpg,4,4,monkey,monkey
/moth/191812780.jpg,5,5,moth,moth
/frog/130563073.jpg,3,3,frog,frog
/moth/64004654.jpg,5,5,moth,moth
/frog/105058602.jpg,3,3,frog,frog
/monkey/110435805.jpg,4,4,monkey,monkey
/bird/297124150.jpg,0,0,bird,bird
/fish/56414558.jpg,2,2,fish,fish
/monkey/219439243.jpg,4,4,monkey,monkey
/monkey/154364615.jpg,4,4,monkey,monkey
/cat/43110586.jpg,1,1,cat,cat
/spider/285768428.jpg,6,6,spider,spider
/spider/181812053.jpg,6,6,spider,spider
/moth/234635652.jpg,5,5,moth,moth
/cat/194870989.jpg,1,1,cat,cat
/monkey/190185747.jpg,4,4,monkey,monkey
/moth/199042877.jpg,5,5,moth,moth
/frog/188634954.jpg,3,3,frog,frog
/monkey/239596941.jpg,4,4,monkey,monkey
/spider/208030235.jpg,6,6,spider,spider
/spider/184376164.jpg,6,6,spider,spider
/cat/286225606.jpg,1,1,cat,cat
/moth/75827504.jpg,5,5,moth,moth
/fish/218135333.jpg,2,2,fish,fish
/moth/175300288.jpg,5,5,moth,moth
/frog/157198843.jpg,3,3,frog,frog
/fish/161816751.jpg,2,2,fish,fish
/spider/125684792.jpg,6,6,spider,spider
/moth/292673993.jpg,5,5,moth,moth
/moth/249542961.jpg,5,5,moth,moth
/fish/72384033.jpg,2,2,fish,fish
/moth/242867507.jpg,5,5,moth,moth
/frog/275708177.jpg,3,3,frog,frog
/moth/64905118.jpg,5,5,moth,moth
/monkey/257142408.jpg,4,4,monkey,monkey
/moth/226582281.jpg,5,5,moth,moth
/bird/281766961.jpg,0,0,bird,bird
/monkey/216125814.jpg,4,4,monkey,monkey
/moth/80902612.jpg,5,5,moth,moth
/bird/266357670.jpg,0,0,bird,bird
/fish/228880676.jpg,2,2,fish,fish
/bird/288788953.jpg,0,0,bird,bird
/moth/60746579.jpg,5,5,moth,moth
/bird/237244445.jpg,0,0,bird,bird
/spider/167317934.jpg,6,6,spider,spider
/fish/84245313.jpg,2,2,fish,fish
/frog/51947507.jpg,3,3,frog,frog
/moth/138785585.jpg,5,5,moth,moth
/spider/80906412.jpg,6,6,spider,spider
/bird/209411387.jpg,0,0,bird,bird
/spider/218917750.jpg,6,6,spider,spider
/fish/129755324.jpg,2,2,fish,fish
/spider/117424772.jpg,6,6,spider,spider
/frog/217541320.jpg,3,3,frog,frog
/spider/291337184.jpg,6,6,spider,spider
/fish/91749302.jpg,2,2,fish,fish
/spider/270775058.jpg,6,6,spider,spider
/moth/61620079.jpg,5,5,moth,moth
/monkey/246743256.jpg,4,4,monkey,monkey
/fish/230673336.jpg,2,2,fish,fish
/moth/248819495.jpg,5,5,moth,moth
/monkey/191529644.jpg,4,4,monkey,monkey
/moth/61361277.jpg,5,5,moth,moth
/bird/231975601.jpg,0,0,bird,bird
/bird/259356151.jpg,0,0,bird,bird
/spider/21996009.jpg,6,6,spider,spider
/moth/65336994.jpg,5,5,moth,moth
/bird/292496447.jpg,0,0,bird,bird
/fish/178743304.jpg,2,2,fish,fish
/fish/249968036.jpg,2,2,fish,fish
/spider/203326662.jpg,6,6,spider,spider
/fish/163492967.jpg,2,2,fish,fish
/spider/140823632.jpg,6,6,spider,spider
/fish/242166903.jpg,2,2,fish,fish
/moth/95704672.jpg,5,5,moth,moth
/moth/244012966.jpg,5,5,moth,moth
/bird/288812031.jpg,0,0,bird,bird
/spider/104733914.jpg,6,6,spider,spider
/monkey/147360634.jpg,4,4,monkey,monkey
/moth/63987767.jpg,5,5,moth,moth
/spider/62855068.jpg,6,6,spider,spider
/frog/125946903.jpg,3,3,frog,frog
/frog/95708840.jpg,3,3,frog,frog
/spider/110672818.jpg,6,6,spider,spider
/spider/155056450.jpg,6,6,spider,spider
/spider/282887115.jpg,6,6,spider,spider
/spider/201603778.jpg,6,6,spider,spider
/frog/65414870.jpg,3,3,frog,frog
/moth/100633392.jpg,5,5,moth,moth
/spider/8554695.jpg,6,6,spider,spider
/moth/183908285.jpg,5,5,moth,moth
/spider/135794153.jpg,6,6,spider,spider
/spider/96418010.jpg,6,6,spider,spider
/moth/185438859.jpg,5,5,moth,moth
/monkey/191336042.jpg,4,4,monkey,monkey
/frog/257434635.jpg,3,3,frog,frog
/fish/184462991.jpg,2,2,fish,fish
/fish/56268488.jpg,2,2,fish,fish
/spider/4577817.jpg,6,6,spider,spider
/bird/276449682.jpg,0,0,bird,bird
/bird/266955974.jpg,0,0,bird,bird
/fish/133147507.jpg,2,2,fish,fish
/moth/185201904.jpg,5,5,moth,moth
/spider/297483184.jpg,6,6,spider,spider
/moth/167328119.jpg,5,5,moth,moth
/fish/71029631.jpg,2,2,fish,fish
/spider/298934171.jpg,6,6,spider,spider
/moth/267837633.jpg,5,5,moth,moth
/spider/259492611.jpg,6,6,spider,spider
/cat/71486492.jpg,1,1,cat,cat
/bird/216570121.jpg,0,0,bird,bird
/frog/147042229.jpg,3,3,frog,frog
/bird/203100014.jpg,0,0,bird,bird
/spider/198486957.jpg,6,6,spider,spider
/frog/125251945.jpg,3,3,frog,frog
/cat/116233636.jpg,1,1,cat,cat
/spider/159583210.jpg,6,6,spider,spider
/frog/294050456.jpg,3,3,frog,frog
/frog/128104630.jpg,3,3,frog,frog
/fish/227196428.jpg,2,2,fish,fish
/monkey/141039458.jpg,4,4,monkey,monkey
/frog/120205185.jpg,3,3,frog,frog
/fish/40255548.jpg,2,2,fish,fish
/moth/211043207.jpg,5,5,moth,moth
/bird/215391225.jpg,0,0,bird,bird
/spider/13815655.jpg,6,6,spider,spider
/moth/137519711.jpg,5,5,moth,moth
/moth/221316682.jpg,5,5,moth,moth
/fish/91748631.jpg,2,2,fish,fish
/monkey/166580614.jpg,4,4,monkey,monkey
/bird/237631098.jpg,0,0,bird,bird
/fish/98892883.jpg,2,2,fish,fish
/frog/291466387.jpg,3,3,frog,frog
/frog/57129106.jpg,3,3,frog,frog
/bird/258447690.jpg,0,0,bird,bird
/frog/246711490.jpg,3,3,frog,frog
/fish/222489571.jpg,2,2,fish,fish
/fish/224990581.jpg,2,2,fish,fish
/moth/243446804.jpg,5,5,moth,moth
/frog/268993759.jpg,3,3,frog,frog
/fish/178639766.jpg,2,2,fish,fish
/bird/273029323.jpg,0,0,bird,bird
/fish/40004430.jpg,2,2,fish,fish
/moth/137332139.jpg,5,5,moth,moth
/bird/253861563.jpg,0,0,bird,bird
/fish/38272402.jpg,2,2,fish,fish
/bird/253056853.jpg,0,0,bird,bird
/spider/17271506.jpg,6,6,spider,spider
/monkey/287575814.jpg,4,4,monkey,monkey
/spider/187371228.jpg,6,6,spider,spider
/spider/117439411.jpg,6,6,spider,spider
/fish/253226328.jpg,2,2,fish,fish
/spider/119068126.jpg,6,6,spider,spider
/frog/185894946.jpg,3,3,frog,frog
/monkey/197885859.jpg,4,4,monkey,monkey
/fish/279557490.jpg,2,2,fish,fish
/spider/147422692.jpg,6,6,spider,spider
/fish/194948295.jpg,2,2,fish,fish
/monkey/227271489.jpg,4,4,monkey,monkey
/bird/196677151.jpg,0,0,bird,bird
/fish/251965355.jpg,2,2,fish,fish
/monkey/165935062.jpg,4,4,monkey,monkey
/spider/114021364.jpg,6,6,spider,spider
/spider/294621493.jpg,6,6,spider,spider
/monkey/150915266.jpg,4,4,monkey,monkey
/frog/117325958.jpg,3,3,frog,frog
/frog/208380253.jpg,3,3,frog,frog
/spider/261503539.jpg,6,6,spider,spider
/frog/183779220.jpg,3,3,frog,frog
/cat/171646743.jpg,1,1,cat,cat
/cat/298964642.jpg,1,1,cat,cat
/moth/208616885.jpg,5,5,moth,moth
/fish/38334636.jpg,2,2,fish,fish
/moth/96814262.jpg,5,5,moth,moth
/bird/287006954.jpg,0,0,bird,bird
/monkey/165935094.jpg,4,4,monkey,monkey
/monkey/150916129.jpg,4,4,monkey,monkey
/moth/168784043.jpg,5,5,moth,moth
/fish/39183690.jpg,2,2,fish,fish
/bird/210957908.jpg,0,0,bird,bird
/monkey/198104710.jpg,4,4,monkey,monkey
/frog/132368064.jpg,3,3,frog,frog
/bird/204238108.jpg,0,0,bird,bird
/moth/249266979.jpg,5,5,moth,moth
/bird/296862357.jpg,0,0,bird,bird
/cat/170808833.jpg,1,1,cat,cat
/bird/260891303.jpg,0,0,bird,bird
/moth/102366371.jpg,5,5,moth,moth
/monkey/250776076.jpg,4,4,monkey,monkey
/fish/82780861.jpg,2,2,fish,fish
/fish/240799838.jpg,2,2,fish,fish
/spider/238183904.jpg,6,6,spider,spider
/frog/187160868.jpg,3,3,frog,frog
/frog/132473903.jpg,3,3,frog,frog
/frog/97054357.jpg,3,3,frog,frog
/moth/97087110.jpg,5,5,moth,moth
/cat/169096056.jpg,1,1,cat,cat
/moth/239415773.jpg,5,5,moth,moth
/moth/97934051.jpg,5,5,moth,moth
/fish/40259334.jpg,2,2,fish,fish
/moth/45087173.jpg,5,5,moth,moth
/spider/55832368.jpg,6,6,spider,spider
/monkey/231088791.jpg,4,4,monkey,monkey
/bird/223354477.jpg,0,0,bird,bird
/frog/168245071.jpg,3,3,frog,frog
/bird/256946190.jpg,0,0,bird,bird
/monkey/88070876.jpg,4,4,monkey,monkey
/fish/37595312.jpg,2,2,fish,fish
/cat/50622103.jpg,1,1,cat,cat
/fish/84726352.jpg,2,2,fish,fish
/fish/84247431.jpg,2,2,fish,fish
/fish/38272364.jpg,2,2,fish,fish
/spider/201883110.jpg,6,6,spider,spider
/fish/80317338.jpg,2,2,fish,fish
/monkey/147956257.jpg,4,4,monkey,monkey
/frog/72842024.jpg,3,3,frog,frog
/moth/270874558.jpg,5,5,moth,moth
/monkey/219439257.jpg,4,4,monkey,monkey
/moth/137205234.jpg,5,5,moth,moth
/cat/286082017.jpg,1,1,cat,cat
/monkey/201035238.jpg,4,4,monkey,monkey
/moth/294727315.jpg,5,5,moth,moth
/frog/104441279.jpg,3,3,frog,frog
/spider/241120818.jpg,6,6,spider,spider
/frog/87070814.jpg,3,3,frog,frog
/bird/250776765.jpg,0,0,bird,bird
/fish/96396300.jpg,2,2,fish,fish
/bird/275353279.jpg,0,0,bird,bird
/cat/144505713.jpg,1,1,cat,cat
/frog/83695709.jpg,3,3,frog,frog
/fish/84745874.jpg,2,2,fish,fish
/cat/207477435.jpg,1,1,cat,cat
/cat/203740524.jpg,1,1,cat,cat
/moth/246847714.jpg,5,5,moth,moth
/spider/103523566.jpg,6,6,spider,spider
/moth/95562033.jpg,5,5,moth,moth
/moth/165076888.jpg,5,5,moth,moth
/cat/270534963.jpg,1,1,cat,cat
/monkey/234509676.jpg,4,4,monkey,monkey
/moth/243354022.jpg,5,5,moth,moth
/cat/153331476.jpg,1,1,cat,cat
/fish/39183808.jpg,2,2,fish,fish
/moth/213152031.jpg,5,5,moth,moth
/monkey/107938445.jpg,4,4,monkey,monkey
/frog/136353516.jpg,3,3,frog,frog
/fish/253224192.jpg,2,2,fish,fish
/bird/273592933.jpg,0,0,bird,bird
/fish/195267161.jpg,2,2,fish,fish
/bird/216722228.jpg,0,0,bird,bird
/bird/234941280.jpg,0,0,bird,bird
/fish/212760103.jpg,2,2,fish,fish
/frog/132479870.jpg,3,3,frog,frog
/spider/267070491.jpg,6,6,spider,spider
/fish/78878851.jpg,2,2,fish,fish
/fish/37412203.jpg,2,2,fish,fish
/frog/50123285.jpg,3,3,frog,frog
/frog/59869427.jpg,3,3,frog,frog
/frog/292779056.jpg,3,3,frog,frog
/fish/224975706.jpg,2,2,fish,fish
/moth/256656280.jpg,5,5,moth,moth
/bird/273008975.jpg,0,0,bird,bird
/monkey/145823783.jpg,4,4,monkey,monkey
/monkey/63245948.jpg,4,4,monkey,monkey
/moth/56730248.jpg,5,5,moth,moth
/cat/230915851.jpg,1,1,cat,cat
/fish/246877237.jpg,2,2,fish,fish
/fish/92984171.jpg,2,2,fish,fish
/fish/91748509.jpg,2,2,fish,fish
/monkey/248694513.jpg,4,4,monkey,monkey
/frog/256556913.jpg,3,3,frog,frog
/spider/196698031.jpg,6,6,spider,spider
/moth/83472247.jpg,5,5,moth,moth
/spider/105091698.jpg,6,6,spider,spider
/moth/191137083.jpg,5,5,moth,moth
/spider/6637620.jpg,6,6,spider,spider
/spider/231914243.jpg,6,6,spider,spider
/cat/126292457.jpg,1,1,cat,cat
/cat/116771998.jpg,1,1,cat,cat
/moth/171780491.jpg,5,5,moth,moth
/frog/95072107.jpg,3,3,frog,frog
/frog/89729862.jpg,3,3,frog,frog
/frog/221828974.jpg,3,3,frog,frog
/moth/135382428.jpg,5,5,moth,moth
/moth/140613775.jpg,5,5,moth,moth
/fish/149473661.jpg,2,2,fish,fish
/moth/186932645.jpg,5,5,moth,moth
/moth/202770672.jpg,5,5,moth,moth
/fish/77480375.jpg,2,2,fish,fish
/fish/38069557.jpg,2,2,fish,fish
/fish/180074411.jpg,2,2,fish,fish
/frog/90463681.jpg,3,3,frog,frog
/cat/43913674.jpg,1,1,cat,cat
/monkey/176570981.jpg,4,4,monkey,monkey
/spider/101545607.jpg,6,6,spider,spider
/spider/32308367.jpg,6,6,spider,spider
/monkey/148573171.jpg,4,4,monkey,monkey
/frog/56436466.jpg,3,3,frog,frog
/monkey/147951624.jpg,4,4,monkey,monkey
/frog/51290301.jpg,3,3,frog,frog
/spider/296138835.jpg,6,6,spider,spider
/fish/45083745.jpg,2,2,fish,fish
/moth/98271047.jpg,5,5,moth,moth
/fish/39184083.jpg,2,2,fish,fish
/moth/109565132.jpg,5,5,moth,moth
/frog/91808190.jpg,3,3,frog,frog
/fish/91748715.jpg,2,2,fish,fish
/cat/43698635.jpg,1,1,cat,cat
/frog/89259948.jpg,3,3,frog,frog
/cat/261665252.jpg,1,1,cat,cat
/frog/117326332.jpg,3,3,frog,frog
/bird/273039808.jpg,0,0,bird,bird
/frog/264044526.jpg,3,3,frog,frog
/moth/241679938.jpg,5,5,moth,moth
/bird/246326410.jpg,0,0,bird,bird
/fish/81958835.jpg,2,2,fish,fish
/spider/64482940.jpg,6,6,spider,spider
/frog/267513328.jpg,3,3,frog,frog
/moth/85629593.jpg,5,5,moth,moth
/frog/263087568.jpg,3,3,frog,frog
/spider/129260901.jpg,6,6,spider,spider
/moth/125399115.jpg,5,5,moth,moth
/fish/39184159.jpg,2,2,fish,fish
/spider/290205067.jpg,6,6,spider,spider
/moth/57335832.jpg,5,5,moth,moth
/moth/199271078.jpg,5,5,moth,moth
/bird/207055801.jpg,0,0,bird,bird
/bird/254839770.jpg,0,0,bird,bird
/fish/88474051.jpg,2,2,fish,fish
/fish/213485188.jpg,2,2,fish,fish
/fish/164459482.jpg,2,2,fish,fish
